Timestamp,Function,Input,Execution Time (s),CPU Usage (%),CPU Frequency (GHz),Number of Logical Cores,Number of Physical Cores,Memory Usage (MB),Memory Usage (%),Memory Available (MB),Host Total Memory (MB)
24/06/2025 16:33,YOLOv8,input.jpg,362.43,17.66,1.22,4,4,742.77,18.74,3221.16,3963.94
24/06/2025 16:33,IsPrime,29937646239629496719,0.96,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:33,Hello,,0.2,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:33,Fibonacci,20000,11.96,12.64,1.48,4,4,85.14,2.15,3878.79,3963.94
24/06/2025 16:37,YOLOv8,input2.jpg,250.16,3.87,1.48,4,4,28.8,0.73,3935.14,3963.94
24/06/2025 16:37,YOLOv8,input.jpg,279.14,7.65,1.48,4,4,273.89,6.91,3690.05,3963.94
24/06/2025 16:37,YOLOv8,input1.jpg,280.5,6.84,1.48,4,4,430.73,10.87,3533.21,3963.94
24/06/2025 16:38,YOLOv8,input2.jpg,310.15,5.58,1.22,4,4,277.55,7,3686.38,3963.94
24/06/2025 16:38,YOLOv8,input1.jpg,312.15,5.55,1.22,4,4,153.71,3.88,3810.22,3963.94
24/06/2025 16:38,YOLOv8,input.jpg,312.42,24.47,1.22,4,4,398.68,10.06,3565.26,3963.94
24/06/2025 16:44,Hello,,0.52,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:44,IsPrime,29937646239629496719,0.47,0,1.48,4,4,0,0,0,3963.94
24/06/2025 16:44,Fibonacci,20000,18.89,1.37,1.48,4,4,1.12,0.03,3962.81,3963.94
24/06/2025 16:47,YOLOv8,input2.jpg,199.8,18.81,1.48,4,4,179.27,4.52,3784.67,3963.94
24/06/2025 16:47,YOLOv8,input1.jpg,225.85,10.53,1.48,4,4,89.67,2.26,3874.27,3963.94
24/06/2025 16:48,YOLOv8,input.jpg,265.33,20.99,1.48,4,4,296.81,7.49,3667.12,3963.94
24/06/2025 16:48,YOLOv8,input2.jpg,278.56,19.2,1.48,4,4,506.34,12.77,3457.6,3963.94
24/06/2025 16:48,YOLOv8,input1.jpg,279.64,14.3,1.48,4,4,487.58,12.3,3476.36,3963.94
24/06/2025 16:48,YOLOv8,input.jpg,287.06,24.87,1.22,4,4,727.81,18.36,3236.13,3963.94
